Number,Summary,Score,Network
5GDHyHd6rMLJEMhFutcLGd,"Join me to understand my mind the mind of a teenager obsessed with the global celebrity Tom Holland a Spider-Man star has recently appeared in multiple. Marvel features marble is an American film and television Studio. They are best known for producing the Marvel Cinematic Universe movies based on characters that appear in Marvel Comics welcoming you back to celebrity crushes Tom Holland Edition. I'm Kayla Hurley and I'm thrilled to be talking about today's topic. Back in July 2017 my mother Amy and I took a trip to the movie theater to watch the recent remake of Spider-Man. I was currently unaware of The Gorgeous actor who portrayed Spider-Man himself, so I wasn't expecting my life to be altered that day since then. I've had a huge crush on Tom. That's almost three years of my life fantasizing about a man 10 years older than me back in October of 2019. I met Tom well for 20 seconds that is but overall. It just made my career even worse that is I in this segment, I've decided to investigate my obsession with the webslinger first. We will explore the main reason. I'm so obsessed with Tom Holland and second the outcome of having a celebrity crush.",1,onemin
5GEOY4fi9nfsayLhm2qW5h,"Hey guys, couple things before we go into this podcast. I really actually want you to tweet me your feedback on how you like weekly V and podcast form. So please hit me up on Twitter Gary Vee and just put hashtag garyvee podcast with the W in there as well so I can see your feedback on weekly B7. Please hit me up with some feedback on Twitter on how you like listening to the Vlog and if you're not watching the Vlog, it's youtube.com slash garyvee with double. He's then please enjoy is the garyvee audio experience. What up Podcast today's episode is from a recent phone call that Gary had with Pearson. He speaks about ageism and how he believes that Talent comes in all ages shapes and sizes. So make sure to hit them up and let us know what you thought with a review and I hope you enjoy A story I'm working on is about his son in the industry and sort of how even see the wrong about attracting it and making it better. And so I find your LinkedIn post looking for copywriters in their seventies and eighties and I just wanted to ask you like for real. What's bird that So, um, you know, obviously we're a little bit, you know, our agency comes from a little bit of a different angle given my background and...",2,onemin
5GF9sag5MsGgf4vJ7KeDgW,"Welcome to the stoic meditations podcast where each time we consider a bit of wisdom from the ancient philosophies of Greece and Rome. I am Massimo pigliucci a professor of philosophy at the City College of New York, and I will guide you through this reading In season 4 episode 461 would reflect on C. So the film was 342 the mere fact that people endure the same pain more easily when they voluntarily undergo it for the sake of their country then when they suffer it for some lesser cause shows that the intensity of the pain depends on the State of Mind of the sufferer not on its own intrinsic nature. Interesting comment by Cicero on the relationship between physical pain and mental attitudes of course is not suggesting some kind of mystical notion of Mind Over Matter for one. The stoics were materialists and fought the mind is made of matter nor is he saying that stoics practice can somehow make people in vulnerable to pain even the sage Fields pane on the rack? However much her mind may be at peace if she's being tortured while defending a virtuous cause But it is empirically true that people experience even physical pain. Let alone emotional pain differently depending on how they frame the situation in their...",3,onemin
5GgPN5W11jI3rDOQDOsN8O,"Hello, beautiful people and welcome to waking youth. My name is got a lotta gibberish. I'll be your host and I have to say I'm extremely happy to be here with you today. And in this episode, I'll just be introducing waking youth. How did I come up with this idea? And what waking youth is all about so over the summer I was listening to a lot of podcasts and I was thinking that I really wanted to work and focus on my creativity and when I started the semester I am Third-year communication student in Spain. I was also looking for an initiative and I was feeling very stressed and very anxious and I realized that a lot of my friends were also feeling like this because we're obviously we're very young and we are not so sure of what are we good at already and what we want to do what type of organizations do we want to work for? So I thought why not actually do a podcast precisely about this about being young about being a little a bit lost but also about having so many ideas and so many thoughts and so many so much Drive in life, but kind of feeling...",2,onemin
5GujnWH2rluXn1HEB5GEAm,"Hey, welcome to episode 1 of the vibe Dojo podcast. I am your host Brandon. And today we're going to do sort of an intro for the podcast in which I'll basically kind of run through what the shows actually going to be about for those who don't know what the vibe Dojo is talk a little bit about our community. And yeah, it's kind of go through the basics before we get any further for now. I'll just play you in with some music and then we'll get started. See you on the other side. All right. All right. So this episode 1 is going to be it's going to be a little quick and dirty. I'm not going to get into too much detail about everything or take up too much of your time for at least the first run just because I kind of want to get a feel for everybody and see what everybody wants to hear about and all that kind of stuff. But basically what I'm going to do in this first episode, it's kind of run through. Little bit of what the vibe Dojo actually is now / shows our community. I started I want to say in 2017 2017. I think it started on Instagram and it's basically an entire community that that is sitting around hip-hop and Anime. So I kind of took those two things. I was super interested...",1,onemin
5HgghCc98bo2LiXzKy0F27,"If you haven't heard about anchor it's the easiest way to make a podcast. Let me explain it's free. There's creation tools that allow you to record and edit your podcast right from your phone or computer anchor will distribute your podcast for you. So it can be heard on Spotify Apple podcast and many more you can make money from your podcast with no minimum listenership. It's everything you need to make a podcast in one place download the free anchor app or go to Anchor FM to get arted Penis, hello everybody and welcome to the speaking for the bag podcast today on our show. We have we it's called speaking for the bag. We have Kaylee. I'm calling Jace and Avery. I can't believe you don't know the name of my podcast. Have you not been listening to it? Like everything? Oh my God, okay. Okay, so everybody introduce yourself, please. My name is conflict. I got a big case. My name is Chase Aldridge. I gotta be clean. My name is Kayla Kaiser. Yes. My name is Avery stumbler here. I'll do a fun fact upon fact about Kaylee Kaiser is that she's the most beautiful woman I've ever laid eyes on in my whole entire life...",1,onemin
5Hq1RVZ5SdjssMTv2e7b47,"Good morning. Today is Monday, March 2nd 2020 and this is prayers for your day. This is Dunedin. I want to thank you all so much for joining me on the call. Whenever you find time that we can come together and pray this one on this morning. I'm just going to pray for your week. I'm just going to pray for you on this morning and leave my South out of it I'm staying at home today, which is unusual for me. Normally. I don't stay home from work, but I'm staying home today. I'm not feeling 100% but I wanted to make sure that I got on the prayer call before I went back to bed. So today I'm going to pray for you on this morning and for your week. Let us pray father God in the name of Jesus Lord, we just come Heavenly Father. Thanking you for another day. I come on behalf of my brothers and sisters. Oh God, and I ask that you would bless each person under the sound of my voice. Oh God. I pray that you would...",2,onemin
5HwoGdVEXZb3WYIp1HeKSq,"Welcome to the UPC. I youth Ministries Daily Devotional podcast. This podcast series is based on the devote 3-6-5 Volume 2, which is available on the Pentecostal Publishing House and youth Ministries websites. It is our desire at youth Ministries to see you grow in your personal relationship with Jesus Christ through your daily time with him. Remember your daily devotion matters. March 6th entitled change your tune Numbers Chapter 14 verses 1 through 3. So all the congregation lifted up their voices and cried and the people wept that night in all the children of Israel complained against Moses and Aaron and the whole congregation said to them if only we had died in the land of Egypt or if only we had died in this wilderness. Why has the Lord brought us to this land to Fall by the sword that our wives and children should become victims would it not be better for us to return to Egypt in Numbers Chapter 14, the children...",1,onemin
5IA3GDXUYdMlGhetmd9hLj,"Hello and welcome back to a special LA Rams. UK podcasts. You have Chris with you today. We said that we'd be adding these specials special podcast seeing through the offseason and that we're definitely starting with a very very good special on first off. So we all like to get a bit of an insight into the franchise and today's guest definitely needs no real introduction to those day our fans and those fans who obviously had attended the games in the City of Angels of Allah and in London, So he is the man that says. Ladies and gentlemen, can I introduce the LA Rams Stadium announcer Sam Lagana Sam? Welcome to the LA Rams UK podcast. What a privilege to be on the podcast Chris. Thanks for having me. No, thank you very much for taking your time out the day. So let me just tell people it is now 25 to 5 in the evening in the UK. Obviously Sam is maybe still in his breakfast as it's obviously eight hours back. So thank you very much for taking time out of your day to speak to us today, sir. Great. Honored to be on it and to be celebrating a great game of football with your listeners in the UK across...",3,onemin
5IGfqI45we6zLqP3SdKYPV,"This episode of bricks and buckets podcast has been brought to you by anchor the easiest way to make a podcast. Let me explain guys. So it's free their creation tools that allow you to record and edit the podcast right from your phone or computer through their app. They will distribute your podcast on anchor so that it can be heard on Spotify Apple podcasts and any other streaming service you can really imagine you can make money from your podcast with no minimum listenership and it's everything you need to make a podcast. In one place just on their app. So guys go download the free anchor app or go to Anchor dot f m-- to get started. What's up, everybody? Welcome to bricks and buckets podcast. We are glad and excited to be back for episode 2 we out here recording just having a good time. We first off on our Instagram we decided that we were going to shout out our 100th follower. Yes, sir. We very quickly got to a hundred plus followers are a hundredth follower was our girl Aubry Graves Aubrey. She's my manager. Accounting...",1,onemin
5If27WyLTt3yp5jruRKnt2,"Hello, everyone. This is Kia and Mama windy. Welcome to the kitchen table Chronicles. So today we are going to be having a very special guest on which is Mama Wendy's granddaughter. I like to say the oldest but not the first my daughter Carly will be on later on talking to us today because we have stumbled. on this article that I received through a Facebook message and this article was on America's kids belong and it the research has now confirmed that children that are adopted give off the same hormones that children that are born biologically to the mother. So what scientists have studied and confirmed that in the parents brains when you know, of course when we fall in love with our biological children and that bonding hormone is released in that, you know in the parents that same hormone is released when...",1,onemin
5KNJcwdo2eSDR5Est1Jw2l,"Really quickly, we recommend listening to this show on Spotify where you can listen to all of our favorite artists and podcasts in one place for free without a premium account Spotify has a huge catalogue of podcasts on every imaginable topic plus you can follow your favorite podcast. So you never miss an episode premium users can download episodes to listen to offline wherever and whenever and easily share what you're listening to with your friends on Instagram, so if you haven't done so already Ready, be sure to download the Spotify app search for Optimal Health daily on Spotify or browse podcasts in the your library tab. Also, make sure to follow me. So you never miss an episode of Optimal Health daily. This is Optimal Health daily episode 949 mechanical advantage drop sets the smart way to build muscle fast by John. Romanello of Roman Fitness systems.com. And I'm dr. Neal Malik reading you some of the most popular health and fitness blogs out there with permission from the websites, of course. Oh man. I am a big fan of drop set so I can't wait to read this to...",1,onemin
5KQgYO80GmtPvpRCJWb6pa,"All right, here we go. Another episode episode 8 of the one man ride podcast. I'm your host Michael Ward. That was little Foo Fighters. We had go in there my hero, which is the reason that brought it up is because I was going over all the players that I've gotten some shout outs for which I love so keep them coming some of the kids who from the Midwest who have done great in college. I want to start off with that, but I want to bring this up first if you have a player. Who has done well, and he has you know, and you want them to get a shout-out and I don't care if it's whatever Division I celebrate everybody. I celebrate every kid from the Midwest who does well, it doesn't matter the level of play. He's playing in college. That's a hard thing to do. We need to celebrate that. We also need to let people know that it's just not about division one. so it don't think like oh, I can't send something in because He's not in division 1 because I'll tell you what, here's here's here's the person that made me think of that song My Hero just now as I was going through. This is I'm a minute. Everything is completely everything is in complete mess where I'm recording...",1,onemin
5KmQJxIx9cbsbR4EFcCNTU,"Nope, that's not what it says. What's up, everyone? Welcome back to the nope. That's not what it says show. I am the rude Samantha and I cannot express to you how stinking excited I am to share the next few episodes with you. I'm sitting down and talking with Scotty Lewis. And we're talking mental health. This is something that we both have discussed often in our friendship as we talk about other crazy spiritual encounters and experiences that we've had. But it's crucial. We felt like it was truly crucial And Timely to discuss the issues surrounding mental health the culture of evangelicalism in America and and the truth about walking through suffering hand-in-hand with Jesus and the impact that that can have on our lives and on our community. So I'm really glad you're here. You're gonna love it. It gets crazy. Just how we like it. I'm sitting down today to talk with Scotty Louis Gotti. Will you just like tell...",2,onemin
5KmWK8Qh5lsWIb2sUuJp4r,"Hello and welcome to another episode of the Future Socks podcast. My name is Mike Rankin. I will be your host this time around and boy. Do we have a special guest for you crystallinity from socks in the basement podcast. You can follow them on Twitter at Chris Ludacris. What's going on? I appreciate you jumping in with us to talk some White Sox baseball on the future Sox podcast. This is going to be weird for me because I don't normally do interviews. I normally interview other people. So I'm going to completely screw this up Mike. Appreciate you having me on the show. And yeah, we're excited over at Saks in the basement right now where we've been doing this now for almost two years and it really is like a Grassroots thing that I didn't expect to get as big as it's turned into and now we're you know, we got this live event of cork and Kerry the park on the 28th, and we're going to be trying out a live broadcast from there through the Pod be nap and we're going to be going to two shows a week instead of one and it just it's just it's a fun ride and it's great that we're growing just as the team is getting really really good and that's exactly where we're at to as people in this in this industry.",1,onemin
5LJ33LdXWhqOu1KNad6D5q,Today's episode is sponsored by glory and shine offering lotions soap bars lip balms beard care and much much more all of their products are natural wholesome and prayerfully designed and crafted to inspire the Catholic faithful during everyday acts of life and to promote prayer meditation on scripture and Marian devotion for ten percent off your entire order use promotional code Rua at checkout. And please check out the link in the show notes. Today's episode is all Also sponsored by pray more novenas this Lent we can't recommend enough the pray more Retreat dot-org this online Retreat will help you meditate on the Lord's passion death and Resurrection. Everything is online and at your own pace and you can find the time to listen to the five inspiring speakers and 19. Total talks each talk comes to the video study guide transcript so you can use it alone or with others this Retreat most Only helps you to focus your eyes on the Lord...,0,onemin
5MK07a5n2Z1xjI5NYRYGFX,"It is Thursday, March the 5th 2020. Happy 57th birthday. Hula hoop. I'm Tod. Maffin from engage Q digital today. Your Facebook conversions might be much lower than you think HootSuite launches a premium listening platform. At least. I think they have YouTube launches a very new helpful measurement tool and hey guess who's copying their competitors and putting other people's ideas into their app. Here's a Hint it rhymes. Minster blam. Here's what you missed today in digital marketing. So you've done what a good digital marketer does and set up all your analytics your reporting and your pixels like those all-important tracking pixels from the social platforms like Facebook and everything is within your control. So imagine your surprise when Facebook suddenly starts reporting way more events firing on your pixel then you know, you should be getting that happened this week to Swedish marketer Matthias Flink. He reported it in John lemurs. Excellent power hitters Club the extra events. We're real but they were of Facebook's making as you may know for the longest time. The way Facebook's...",2,onemin
5MoLR17giFknmCVM7yfjFL,"Gonna log online gun line. What's going on? Y'all? It's your host Danny Lopez for the on the gun line podcast and you're listening to the midweek memo for March for 2020. I'm dropping the kind of league. Y'all check it out. I fucked up this morning. I don't have enough time to do it our at night last night and this morning. Well, I got a shift change so I don't have enough time to do it in the morning. Like I used to kind of ran out of time. So now I'm doing it on my motherfucking lunch break. how to light my cigarette up anyway, let's go ahead and get down to this business on the midweek memo today. First of all, I want to thank you all for listening to the shoot the shit that I did with siren. Hi Justin siren Satterwhite and I guess now siren Cruz those were some good times this she'll just chilling out and shooting the shit with them now got to relive some stories and hear how they're doing. So I appreciate it if you all liked it. And if you have any questions for them, like I said, man, just hit me up. On the gun line at gmail.com you have any questions any advice that you would like or fucking just send me a fucking desperate man. Fuck it. Just send me something God damn it anyways, but that being...",1,onemin
5N35jBJdL0mgkJS582Ph8U,"Hey Josh, just hey just jokes fans just jokes at listeners. Hey just jokes listeners before we get into this episode. I'd like to take a moment to thank our sponsor. Anchor if you haven't heard about any Kurds easiest way to make a podcast. It's free. It's doesn't cost any money. That's why we use it. There's a creation tools that allow you to record and edit your podcast right from your phone and computer makes it very simple and color distributes your pockets for you can be heard. On Spotify Apple podcast anything else and you can make money from your podcast with no minimum listenership and it's everything you need to make a podcast right in one place download the free a tinker app or go to Anchor dot. F m-- to get started. I don't know. Yeah, that works. That was good cool. I started I started I don't give a fuck. I started sit the fuck down get the water sit the fuck down. Come on, dude. I don't have to be fucking nice. I don't have to do shit there right there. Put the fucking headphones on. Tired of this shit. Let's go remember it's just jokes beware of her trying to bite your penis Jacko motherfucking Tchaikovsky nipples, if you...",0,onemin
6Wev5Q6hBdjOlsvJz5soql,"Change the shift podcast with your host Sean. Sitting in my hotel getting ready to do another couple shifts with my the Locum Java have and had a had a thought want to get out of my brain. Working on some you know functioning on fumes these days, but I wanted to get this out there. Had someone message me on one of my social channels about you know, struggling with a decision. They wanted to make they were believing LPN who had been wanting to get into RN school and they just got accepted but the acceptance was was not ideal. They were going to have to travel. A couple hours commute the schedule was going to be difficult for their home life. She's got a family and you know, she was asking me for advice on is it something that I should do or not do is it something they should do sorry and is it worth it or should they look for other avenues or keep...",1,onemin
6WocMgpmLznMedEmM7yTIS,"It is the end of the world the end of times the end. Oh, no. Oh no find yourself Asians and find yourself a nation find your Saving Grace Lord and repent of sins. All right, you know what? Today's episode is about it's about the coronavirus and just a brief talk about that. We're nearing the beginning of Doc season. So we're going to say that after today's episode. There will be no more end times episodes until next season which Most likely appear in the summertime or maybe not again until next December where I'm going to direct and lead the show. I don't really know but I think this will be the 18th...",1,onemin
6YIUuh6jh8WP6SAyvw2y1r,"Welcome to for the long run the podcast exploring the why behind what keeps Runners running long strong and motivated. I'm your host Jonathan Levitt. I've been running for a few years now and have the privilege of meeting many incredible Runners on my travels all across the country. This podcast is intended to share those amazing conversations. Welcome back. I am here in Atlanta with EO Aang. Yo, thanks so much for joining today. It's a pleasure to talk with you Jonathan likewise. So let's start with let's start with an intro. Whoo-hoo Izzie. Oh, I am an athlete and also an educator. So I am primarily a science teacher in Marin County, California. And for the past four years. I've also been A professional Trail end Ultra Runner who happens to dabble in the marathon. So dabbling in the marathon means a lot of means different things for different people. Some people dabbling means they do it once a year some people, you know, it means they do it once and that satisfies them. We're sitting here in Atlanta head of the Olympic trials. So I'd say your your dabbling...",2,onemin
6YRwa1i0jf4mGVcWCkzZVw,Welcome to the defect podcast. This is the defect podcast take some time out of your day to join us as we connect with McMaster alumni and inspirational professionals to hear about valuable advice different career paths and discuss investing with our investment team. Please note that this podcast is for educational purposes only career or investment ideas provided in this series ordering. It's making are not endorsed by defect McMaster University the degroote School of Business or our partners all career and investment risk is undertaken by the individual and we are partners and Affiliates are not responsible for any potential losses now and in the future Hi everyone. My name is Marco and I'm your host for today's episode of the Degroot finance and investment Council podcast in today's episode from the baseball diamond to Bay Street. We have graduating student Mike Scott on who will tell us a little more on his advice for younger students what it was like being a student athlete and...,1,onemin
6YZ4j1CHuUBFZeyT7W6gez,"Being an expert sucks as a teacher of spiritual intelligence and emotional health. I get cornered into being the guy who has all the answers. I'd like to take this opportunity to make a confession. I don't what I do have our convictions. I have theories. I have questions. I find myself looking around and I'm like, we can't stay here. Stop setting up your tent. We can't stay here through my journey. It's become evident that A participant is no longer enough. It's time to become reformers. These are my confessions. to get deeper in this conversation visit Mike Myers show.com Hello and welcome to today's episode. I'm your host Mike. My Shero. We're going to talk about Prosperity today you guys before we get into it though. I want to just mention that the weather and reading is nice and sunny. Again, it was actually warm yesterday. And so the volleyball net is coming got some friends together. We played volleyball and listen. I'm sore from all the gym stuff and There are times where my team members would not hit the ball. Well, and I'm like you guys I'm not going to get that. I can't move my mother's to step you're gonna have to do better than that. But I love that. We're getting to play volleyball again. It's been like man a couple months since we've been able to play and...",1,onemin
6YcxR3ZUSRX1ftr9YIjnyo,"All right. Chloe Sutton. Welcome to the podcast. How you doing? I'm great. How are you doing? Brett very well. Appreciate you coming on you've got an amazing story and I love for you to share it with a lot of people. Yeah, thank you. I'm so excited that you're doing this. I think it's somewhat long overdue and you know, I love listening so far and I can't wait to continue to follow along in the future. Yeah. I mean I've told you many times we have such great conversations and we talk in depth about how you got to where you are and what drives you and what motivates you and all those sorts of things. I think is so important to share and I've had great conversations with a lot of really good coaches. And athletes in the past few weeks just working on this and I think we can all learn so much from each other. So I'm glad we can share this stuff, you know. Yeah, yeah. Absolutely. I agree. So you're the only swim on in. Well, you were the first term in US history to qualify for the Olympics in open water and and the pool at the same time, correct? So I qualified for my first Olympics in open water and 2008 and then the pool in 2012. So I'm the first...",1,onemin
6Ydh7UyPexAz0lKXwToZUJ,"Hey guys, what's up? And welcome back to the art of cooking babka last week. I went to Munich and it was a great weekend. I spend the weekend there to do a keynote talk also was a part of a panel and yeah had a good time in general so good to be back right now and let's start off with a brand new podcast. This time I've invited Matt angleman and he says it's not the first time that he's in this podcast. It's actually the second I guess he is the I think he's the vice president of Atlantic Records. But yeah, I'm not running 100% sure, but I think he is but he's working at Atlantic Records and he's a genius when it comes down to the music industry. So he's a wise man with a lot of value to offer so It's why I decided to invite him again and go over the world of streaming for this time. And we ended up talking a lot about what you can do as an artist to get signed to a label like Atlantic Records because it seems impossible but there still is an opportunity...",1,onemin
6Yl7V311gAo12YVYBpGs1Z,"Hello everyone and welcome back to lifted logic a podcast presented by custom offsets. Whether this is your first time tuning in or you're returning guest. Thank you so much for your support. I'm your host Dustin and today in the studio joining me is the Cody Lawson. So hello everyone. Thanks for joining us today. Cody. Remember, excuse me. If you're new here, you may be wondering exactly what lifted logic is. It's a podcast presented by custom offsets. We outline all things. Faucets related we talked to folks from the staff here. We do industry Trends or events. So yeah, we just kind of cover it all remember if you need Wheels tires suspension custom offsets is the place you're going to want to head on over to you can find us at custom offsets.com. Also, we just launched a new giveaway yesterday and it's pretty cool. So we're teaming up with hostile with Nitto hostiles going to hook it up with any wheels up to 22 inches in diameter. Including forged wheels, which is a new one. It's pretty crazy. Neil's gonna hook up with any tires up to 22 inches and we have superlift kicking in the suspension with any kit up to 2,500 bucks. So pretty good deal and to get injured when it's really...",0,onemin
6YwoJnSWoKPzHlohm51dbl,"The night may be long and the dark maybe deep but the answers are there to be found whether it's the normal the abnormal or the Paranormal you're in the right place. Let's go beyond reality. We got a great show tonight. I'm really excited to have Kelly coffee with a she's returning guest also a renowned psychic. She believes everyone is able to achieve this level of awareness if they're willing to unblock themselves, and she's following her life's mission in helping Humanity. Let go of whatever stands in their way of achieving this Kelly. Welcome back to be on reality great to have you here tonight. Thank you for having me back hug daughter of mine. You sound like you might be getting over something you doing? Okay. Yeah. I live in Breckenridge, Colorado and I live on top of a mountain at about 11:00. Deed and it's typically like three below zero nine below zero, you know consistently and I just got caught outside a little bit too long breathing the cold air and I think I freezerburns by lungs in the process feeling. Okay, though, but you're feeling okay, though. Oh, I feel great. I feel great. I just I I...",1,onemin
6Z4xLXaB9ilX9bIz14WIZb,"Traveling from Pittsburgh to the Pacific Ocean wasn't easy, especially when you were doing it in a Dugout canoe on the 9th of June 27th, 1805. The men of Lewis and Clark's Corps of Discovery rested their tired bodies along the banks of the Missouri River. It was a welcome respite after a long day of traveling the sleeping men were so exhausted. They had no idea an intruder was in their midst. Under the cover of Darkness a grizzly bear came into Camp lured by bison meat that had been hung up to dry. If it decided it wanted to snack on some humans. There would be no stopping it unaware of the looming danger the Explorers continue to doze. However, one member of the expedition was alert and awake as the grizzly 8 its fill a black streak emerged from the night furiously barking. It was Meriwether Lewis is dog. Semen the sudden commotion woke the men and they scrambled for their weapons, but there was no need despite weighing 10...",1,onemin
6ZLneTgiOiizfmgsDtf3DL,"Good morning church. How are you today? Are you fine? If you have fight say thank you. Jesus lift your hands and bless the Lord for his goodness and mercy in your life. What a God we have to worship. What a son we have to praise. What a future lies before us. Thank you, Jesus. You may be seated in his presence. I'm not sure if you are aware of what is on our Facebook page official Facebook page. There's a message for you from my father in the Lord Prophet TB Joshua. He says you should get ready. For the shower of blessing if you have not seen it. You need to go and check it. It's a prophetic word. Get ready for the shower of rain that will wipe away every fear of the unknown. Remember fear is a more deceptive. Enemy than Satan. Fear is a more deceptive enemy than maybe let me say this way fear is the new Lion in town. If you know what I'm talking about. What am I talking about? a simple cough I don't I feel like sneezing...",1,onemin
6ZZPr8CRFerqbJbm3SV8QD,Moans and groans moans and you and me. Moaning with you within you grunting as we breathe. Screams and Whispers as if leaves falling from the tree of life. You come and I feel the hands of God touching me. And I calm and you fall to your knees and prayer. Moans and groans the sounds of making love my breath is a fucking that you're not forget. Your breath the Breath of Life kissing my lips. You're breathing keeps me high. You make me high higher than the mountains kissing Skies lighter than clouds weighed down by rain. Then you bring the Thunder for my loins. I sing when I moan screaming your name. Do it again. Do it again baby. Do me suck me. Fuck me open your mouth and let me in open my soul and find your home. Moaning and groaning just for you. I am a man. I am your man. The fool the deepest most sensual fool you're ever here. Begging to be the one to capture your release. your souls Captor your mind's...,1,onemin
6bmmcheEbj4Joxlq0Aa0u8,"At some point in time a bad spell of wet weather came over a Southern state flooding most of the many counties since the water was about six feet deep outside and inside their house one family spent its time sitting on the porch roof watching the wreckage Float by the young son happened to notice a nice Straw Hat as it went downstream. My he thought I'll bet that person who lost that hat is very sorry now after the Hat had floated out of sight. Around the corner of the house the boy kept on watching the river suddenly much to his surprise. Here comes the Hat floating Upstream against the current. This was obviously very strange. So the lad kept his eye on it. It floated Upstream around the corner of the house and came floating back down again after a while. It came back Upstream yet again rounding the corner of the house. Finally the boy couldn't stand it any longer and pointed out the Hat. To his mother asking whatever would cause such a site his mother replied. Oh, that's just your grandfather. He swore he'd take more than a few drops of rain to keep...",2,onemin
6c8CUf4yhEOVWngNqd0x3N,"In 1943 Pearl witherington was 29 years old an age when most girls would be settled down with a family trying to make the best of life during wartime. Pearl was not most girls instead of sitting down to a warm meal with a husband and children Pearl was reaching the end of a lonely and grueling 50-mile bicycle Journey despite the chill of the night are sweat glistened on her forehead as she peddles along the share river in France her bike kicked up dust as she squeezed the brakes just around a bend in the river a bridge came into view German soldiers coated the span like ants on a fallen Apple that bridge was the fastest route across the river a straight shot to deliver the vital message. She carried now, it was no longer safe. Pearl waded into the cold waste Deep River her toes went numb and her teeth chattered the metal of her bicycle dug into the tops of her shoulders as she carried it across the freezing current. But as a trained spy...",1,onemin
6ciBUflvfzpBg1vIRvyMUu,"SS wo PES my crew my boo my we'd be best so ahead of my time. You can't see me yet. But the last thing you'll ever see is me be stressed everybody. How are you? Hey, I don't even know how to start. It's nice to be back again. It is coming up on spring time and I'm excited about that because it's going to be nice warm weather. Sometimes I like to say that I like cold weather, but I think I like warm every now and then and there's some big changes that are coming up for me. I can't quite sure. I mean I can share them. I've just decided not to for quite some time. But once I do decide to share promise, you'll understand why it's a pretty big life change. I'm not pregnant don't even assume so, but I'm definitely making a little change. I would say little I guess but pretty big change in life, so I came to share that with you all but instead of just dwelling. On that and just holding some invisible news in front of your face, which I think is completely rude of me. I've been well regardless a lots...",0,onemin
6iiXb9jtiFQZCkX8PWiENL,"Hey there. Are you ready to get heroic? Yes good because it's time for Chompers your morning and night toothbrushing show. Start brushing on the top of your mouth on one side, but don't brush too hard. It's heroines week where we talk about heroic women from history today. We have the story of two heroines Helen Keller and Annie Sullivan who spent their lives helping people who are blind and deaf. Helen Keller and Annie Sullivan lived a little more than 100 years ago. Helen was blind and deaf which means she couldn't see or hear her world was dark and quiet Helen's parents wanted to communicate with her, but they couldn't figure out how she couldn't learn to speak because she couldn't hear people talk. She had a hard time expressing what she needed and she'd have temper tantrums out of frustration. That's where Annie Sullivan comes in. Switcher brushing to the other side of the top of your mouth and brush all the way to the molars in the back Helen's parents knew she needed help. So they hired Annie Sullivan to be her teacher. Annie did her best to teach Helen some words by...",2,onemin
6laf36slojw6EDeDqNso48,I've never even been to Oklahoma. I'm pretty sure it's where the wind goes whipping down the plains and up until recently that's about what I knew of it. But now I know it's also the ancestral home of two warring American factions those no-good greasers and those rotten sotius. Greetings and welcome to fuckboys of literature. I'm your host Emily Edwards. What is it about this book? That just gets it I mention it on Twitter and it gets love letters. So with me today is writer journalist Leslie gray Streeter. How are you today? I am really good. I'm really good. Thank you. I am so excited to have you on because you suggested a book that I was embarrassed to say that I had. Never read before and I think that we are going to have fun with this conversation because we are going to be talking about SE hinton's The Outsiders and it's funny. She just I put on Facebook and on Twitter that I just reread it because she's very active...,1,onemin
6nJ9hZUOsSBC2O0LXESQZJ,"Hey everyone, welcome to season 2 of reversing climate change. We are doing that podcast thing now in launching a patreon. You can find it at patreon.com slash Nori podcasts. There are various tiers with different types of goodies available. Do you want to receive a special newsletter digestive what Nori knots are reading that week be a part of a Nori book club get special access to Nori events. Go take a look at patreon.com Nori podcast for what we're offering and in that Spirit of being lean and that startup kind of way that That, you know, we like to do this list of goodies is subject to change and we'd very much like your feedback. Is there something that you'd really like to see but it isn't listed here honest feedback does a lot to help us shape what we offer to you. You can send an email to podcast at Nori.com or fill out our podcast survey anonymously in our newsletter, which you can find at nor e.com subscribe, and thank you so much for listening to another season of reversing climate change. Hello and welcome to the reversing climate change. Ask time Ross Kenyon today is a bonus episode. It's just me and I am here with Daniel Paul Kincaid who is a conservative Outreach fellow at citizens climate Lobby. He is also a PhD physics students at the University of Colorado Boulder and the chapter co-leader of the boulder...",1,onemin
6rFE76cRZzwyz6xbiKLOvS,"Hey there, you're just in time for more Chompers or twice daily toothbrushing show. Its heroines week and every day we're telling you the story of a heroine start brushing on the top of your mouth and brush the inside the outside in the chewing side each to delete. It's heroines week where we talk about heroic women from history tonight's heroin is Sybil Ludington a brave hero who may have helped save America. We don't know exactly what happened. But this is the story that people have told about what happened many years ago. In the 1700s before America was called the United States the British and Americans were War. It was called the Revolutionary War and the Americans were fighting to be free from the British and become their own country. Switcher rushing to the other side of the top of your mouth and brush all the way to the molars in the back. Sybil Ludington was born in America and when she was just a teenager Sybil's dad was a famous leader on the American side of the war. One dark night...",1,onemin
